id1,id2,distancia,tiempo
34,13,9200,942
34,14,9200,942
34,15,5079,479
34,16,11079,1011
34,17,9200,942
34,18,9200,942
34,19,9200,942
34,20,9200,942
34,21,9200,942
34,22,10461,957
34,23,2506,241
34,24,11178,1054
34,26,4197,548
34,27,11286,818
34,29,6305,542
34,30,10461,957
34,31,9200,942
34,32,6291,616
34,33,21091,1138
34,34,0,0
34,35,3924,449
34,36,11286,818
34,37,11286,818
34,38,6493,549
34,40,4197,548
34,41,6291,616
34,42,10461,957
34,43,8435,809
34,44,8708,842
34,45,5079,479
34,47,11286,818
34,48,3924,449
34,49,10461,957
34,50,8435,809
34,51,9130,719
34,52,7888,616
34,53,22059,1284
34,54,11286,818
34,55,11178,1054
34,56,11079,1011
34,57,9200,942
34,58,6579,650
34,59,9200,942
34,60,9200,942
34,61,8404,669
34,62,4197,548
34,63,11079,1011
34,64,4308,556
34,65,11178,1054
34,66,21092,1174
34,67,10461,957
34,68,10461,957
35,0,5867,687
35,6,6614,600
35,7,5867,687
35,9,3790,372
35,10,5867,687
35,11,5867,687
35,12,4556,361
35,13,5867,687
35,14,5867,687
35,15,2688,282
35,16,7747,756
35,17,5867,687
35,18,5867,687
35,19,5867,687
35,20,5867,687
35,21,5867,687
35,22,7129,702
35,23,1284,135
35,24,7846,800
35,26,3482,492
35,27,7954,563
35,29,2973,287
35,30,7129,702
35,31,5867,687
35,32,10082,988
35,33,17089,1068
35,34,3790,372
35,35,0,0
35,36,7954,563
35,37,7954,563
35,38,3161,294
35,40,3482,492
35,41,10082,988
35,42,7129,702
35,43,5103,554
35,44,5376,587
35,45,2688,282
35,47,7954,563
35,48,0,0
35,49,7129,702
35,50,5103,554
35,51,5797,464
35,52,4556,361
35,53,18057,1214
35,54,7954,563
35,55,7846,800
35,56,7747,756
35,57,5867,687
35,58,10369,1022
35,59,5867,687
35,60,5867,687
35,61,5071,414
35,62,3482,492
35,63,7747,756
35,64,3593,500
35,65,7846,800
35,66,17090,1104
35,67,7129,702
35,68,7129,702
36,0,9863,873
36,6,3123,329
36,7,9863,873
36,9,11320,823
36,10,9863,873
36,11,9863,873
36,12,3413,292
36,13,9863,873
36,14,9863,873
36,15,10217,732
36,16,4002,569
36,17,9863,873
36,18,9863,873
36,19,9863,873
36,20,9863,873
36,21,9863,873
36,22,3385,515
36,23,8813,586
36,24,3207,463
36,26,11011,943
36,27,0,0
36,29,5049,386
36,30,3385,515
36,31,9863,873
36,32,17611,1439
36,33,5984,705
36,34,11320,823
36,35,8079,623
36,36,0,0
36,37,0,0
36,38,7001,451
36,40,11011,943
36,41,17611,1439
36,42,3385,515
36,43,6543,719
36,44,6816,752
36,45,10217,732
36,47,0,0
36,48,8079,623
36,49,3385,515
36,50,6543,719
36,51,6882,713
36,52,3413,292
36,53,6952,851
36,54,0,0
36,55,3207,463
36,56,4002,569
36,57,9863,873
36,58,17898,1473
36,59,9863,873
36,60,9863,873
36,61,4488,461
36,62,11011,943
36,63,4002,569
36,64,9576,773
36,65,3207,463
36,66,4989,665
36,67,3385,515
36,68,3385,515
37,0,9863,873
37,6,3123,329
37,7,9863,873
37,9,11320,823
37,10,9863,873
37,11,9863,873
37,12,3413,292
37,13,9863,873
37,14,9863,873
37,15,10217,732
37,16,4002,569
37,17,9863,873
37,18,9863,873
37,19,9863,873
37,20,9863,873
37,21,9863,873
37,22,3385,515
37,23,8813,586
37,24,3207,463
37,26,11011,943
37,27,0,0
37,29,5049,386
37,30,3385,515
37,31,9863,873
37,32,17611,1439
37,33,5984,705
37,34,11320,823
37,35,8079,623
37,36,0,0
37,37,0,0
37,38,7001,451
37,40,11011,943
37,41,17611,1439
37,42,3385,515
37,43,6543,719
37,44,6816,752
37,45,10217,732
37,47,0,0
37,48,8079,623
37,49,3385,515
37,50,6543,719
37,51,6882,713
37,52,3413,292
37,53,6952,851
37,54,0,0
37,55,3207,463
37,56,4002,569
37,57,9863,873
37,58,17898,1473
37,59,9863,873
37,60,9863,873
37,61,4488,461
37,62,11011,943
37,63,4002,569
37,64,9576,773
37,65,3207,463
37,66,4989,665
37,67,3385,515
37,68,3385,515
38,0,5051,605
38,6,3453,306
38,7,5051,605
38,9,6507,555
38,10,5051,605
38,11,5051,605
38,12,3584,249
38,13,5051,605
38,14,5051,605
38,15,5405,464
38,16,7096,729
38,17,5051,605
38,18,5051,605
38,19,5051,605
38,20,5051,605
38,21,5051,605
38,22,6479,675
38,23,4001,318
38,24,5066,610
38,26,6199,675
38,27,6997,566
38,29,2001,176
38,30,6479,675
38,31,5051,605
38,32,12799,1171
38,33,16439,1042
38,34,6507,555
38,35,3266,355
38,36,6997,566
38,37,6997,566
38,38,0,0
38,40,6199,675
38,41,12799,1171
38,42,6479,675
38,43,1942,260
38,44,2215,294
38,45,5405,464
38,47,6997,566
38,48,3266,355
38,49,6479,675
38,50,1942,260
38,51,5147,437
38,52,3584,249
38,53,17406,1187
38,54,6997,566
38,55,5066,610
38,56,7096,729
38,57,5051,605
38,58,13086,1205
38,59,5051,605
38,60,5051,605
38,61,4421,387
38,62,6199,675
38,63,7096,729
38,64,4764,505
38,65,5066,610
38,66,9857,1138
38,67,6479,675
38,68,6479,675
40,0,8038,1026
40,6,8785,939
40,7,8038,1026
40,9,4216,550
40,10,8038,1026
40,11,8038,1026
40,12,6726,700
40,13,8038,1026
40,14,8038,1026
40,15,4789,604
40,16,9917,1098
40,17,8038,1026
40,18,8038,1026
40,19,8038,1026
40,20,8038,1026
40,21,8038,1026
40,22,9300,1044
40,23,2217,366
40,24,10017,1139
40,26,0,0
40,27,10963,885
40,29,5144,626
40,30,9300,1044
40,31,8038,1026
40,32,10507,1166
40,33,20098,1390
40,34,4216,550
40,35,3635,574
40,36,10963,885
40,37,10963,885
40,38,5332,633
40,40,0,0
40,41,10507,1166
40,42,9300,1044
40,43,7274,893
40,44,7547,926
40,45,4789,604
40,47,10963,885
40,48,3635,574
40,49,9300,1044
40,50,7274,893
40,51,7968,806
40,52,6726,700
40,53,21065,1536
40,54,10963,885
40,55,10017,1139
40,56,9917,1098
40,57,8038,1026
40,58,10795,1200
40,59,8038,1026
40,60,8038,1026
40,61,7242,756
40,62,0,0
40,63,9917,1098
40,64,1113,281
40,65,10017,1139
40,66,20098,1426
40,67,9300,1044
40,68,9300,1044
41,0,15491,1522
41,6,16238,1434
41,7,15491,1522
41,9,6291,580
41,10,15491,1522
41,11,15491,1522
41,12,14179,1195
41,13,15491,1522
41,14,15491,1522
41,15,11370,1059
41,16,15248,1559
41,17,15491,1522
41,18,15491,1522
41,19,15491,1522
41,20,15491,1522
41,21,15491,1522
41,22,14630,1505
41,23,8797,821
41,24,17470,1634
41,26,10488,1128
41,27,17577,1397
41,29,12596,1122
41,30,14630,1505
41,31,15491,1522
41,32,0,0
41,33,24711,1530
41,34,6291,580
41,35,10215,1028
41,36,17577,1397
41,37,17577,1397
41,38,12784,1128
41,40,10488,1128
41,41,0,0
41,42,14630,1505
41,43,14726,1389
41,44,14999,1422
41,45,11370,1059
41,47,17577,1397
41,48,10215,1028
41,49,14630,1505
41,50,14726,1389
41,51,11778,1077
41,52,14179,1195
41,53,25679,1676
41,54,17577,1397
41,55,17470,1634
41,56,15248,1559
41,57,15491,1522
41,58,769,89
41,59,15491,1522
41,60,15491,1522
41,61,12132,1084
41,62,10488,1128
41,63,15248,1559
41,64,10599,1135
41,65,17470,1634
41,66,24712,1566
41,67,14630,1505
41,68,14630,1505
42,0,8565,916
42,6,5833,632
42,7,8565,916
42,9,9900,824
42,10,8565,916
42,11,8565,916
42,12,4088,366
42,13,8565,916
42,14,8565,916
42,15,8797,733
42,16,1559,205
42,17,8565,916
42,18,8565,916
42,19,8565,916
42,20,8565,916
42,21,8565,916
42,22,0,0
42,23,7394,587
42,24,5909,715
42,26,8823,937
42,27,2744,329
42,29,5724,459
42,30,0,0
42,31,8565,916
42,32,16191,1440
42,33,11874,893
42,34,9900,824
42,35,6659,624
42,36,2744,329
42,37,2744,329
42,38,5858,523
42,40,8823,937
42,41,16191,1440
42,42,0,0
42,43,7800,783
42,44,8073,817
42,45,8797,733
42,47,2744,329
42,48,6659,624
42,49,0,0
42,50,7800,783
42,51,5467,568
42,52,4088,366
42,53,12842,1039
42,54,2744,329
42,55,5909,715
42,56,1559,205
42,57,8565,916
42,58,16479,1474
42,59,8565,916
42,60,8565,916
42,61,3073,316
42,62,8823,937
42,63,1559,205
42,64,8157,774
42,65,5909,715
42,66,7699,967
42,67,0,0
42,68,0,0
43,0,6953,818
43,6,3331,326
43,7,6953,818
43,9,8410,768
43,10,6953,818
43,11,6953,818
43,12,5486,463
43,13,6953,818
43,14,6953,818
43,15,7307,677
43,16,8999,942
43,17,6953,818
43,18,6953,818
43,19,6953,818
43,20,6953,818
43,21,6953,818
43,22,8381,888
43,23,5904,531
43,24,4943,630
43,26,8102,888
43,27,6461,682
43,29,3904,389
43,30,8381,888
43,31,6953,818
43,32,14701,1384
43,33,10729,1199
43,34,8410,768
43,35,5169,568
43,36,6461,682
43,37,6461,682
43,38,1902,213
43,40,8102,888
43,41,14701,1384
43,42,8381,888
43,43,0,0
43,44,399,57
43,45,7307,677
43,47,6461,682
43,48,5169,568
43,49,8381,888
43,50,0,0
43,51,7050,650
43,52,5486,463
43,53,11697,1344
43,54,6461,682
43,55,4943,630
43,56,8999,942
43,57,6953,818
43,58,14989,1418
43,59,6953,818
43,60,6953,818
43,61,6324,600
43,62,8102,888
43,63,8999,942
43,64,6667,718
43,65,4943,630
43,66,9734,1158
43,67,8381,888
43,68,8381,888
44,0,7348,876
44,6,3726,383
44,7,7348,876
44,9,8805,825
44,10,7348,876
44,11,7348,876
44,12,5882,520
44,13,7348,876
44,14,7348,876
44,15,7702,734
44,16,9394,1000
44,17,7348,876
44,18,7348,876
44,19,7348,876
44,20,7348,876
44,21,7348,876
44,22,8776,946
44,23,6299,588
44,24,5339,687
44,26,8497,945
44,27,6857,739
44,29,4299,446
44,30,8776,946
44,31,7348,876
44,32,15096,1441
44,33,11124,1256
44,34,8805,825
44,35,5564,625
44,36,6857,739
44,37,6857,739
44,38,2298,270
44,40,8497,945
44,41,15096,1441
44,42,8776,946
44,43,395,57
44,44,0,0
44,45,7702,734
44,47,6857,739
44,48,5564,625
44,49,8776,946
44,50,395,57
44,51,7445,708
44,52,5882,520
44,53,12092,1402
44,54,6857,739
44,55,5339,687
44,56,9394,1000
44,57,7348,876
44,58,15384,1475
44,59,7348,876
44,60,7348,876
44,61,6719,658
44,62,8497,945
44,63,9394,1000
44,64,7062,775
44,65,5339,687
44,66,10129,1215
44,67,8776,946
44,68,8776,946
45,0,9878,1050
45,6,10625,963
45,7,9878,1050
45,9,7064,516
45,10,9878,1050
45,11,9878,1050
45,12,8566,724
45,13,9878,1050
45,14,9878,1050
45,15,0,0
45,16,7413,1002
45,17,9878,1050
45,18,9878,1050
45,19,9878,1050
45,20,9878,1050
45,21,9878,1050
45,22,6795,948
45,23,4353,446
45,24,11856,1163
45,26,6551,804
45,27,7626,922
45,29,6983,650
45,30,6795,948
45,31,9878,1050
45,32,10323,1010
45,33,18289,1215
45,34,7064,516
45,35,4602,557
45,36,7626,922
45,37,7626,922
45,38,7171,657
45,40,6551,804
45,41,10323,1010
45,42,6795,948
45,43,9113,917
45,44,9386,950
45,45,0,0
45,47,7626,922
45,48,4602,557
45,49,6795,948
45,50,9113,917
45,51,3942,520
45,52,8566,724
45,53,19257,1361
45,54,7626,922
45,55,11856,1163
45,56,7413,1002
45,57,9878,1050
45,58,10611,1044
45,59,9878,1050
45,60,9878,1050
45,61,4296,527
45,62,6551,804
45,63,7413,1002
45,64,6662,811
45,65,11856,1163
45,66,18290,1251
45,67,6795,948
45,68,6795,948
47,0,9863,873
47,6,3123,329
47,7,9863,873
47,9,11320,823
47,10,9863,873
47,11,9863,873
47,12,3413,292
47,13,9863,873
47,14,9863,873
47,15,10217,732
47,16,4002,569
47,17,9863,873
47,18,9863,873
47,19,9863,873
47,20,9863,873
47,21,9863,873
47,22,3385,515
47,23,8813,586
47,24,3207,463
47,26,11011,943
47,27,0,0
47,29,5049,386
47,30,3385,515
47,31,9863,873
47,32,17611,1439
47,33,5984,705
47,34,11320,823
47,35,8079,623
47,36,0,0
47,37,0,0
47,38,7001,451
47,40,11011,943
47,41,17611,1439
47,42,3385,515
47,43,6543,719
47,44,6816,752
47,45,10217,732
47,47,0,0
47,48,8079,623
47,49,3385,515
47,50,6543,719
47,51,6882,713
47,52,3413,292
47,53,6952,851
47,54,0,0
47,55,3207,463
47,56,4002,569
47,57,9863,873
47,58,17898,1473
47,59,9863,873
47,60,9863,873
47,61,4488,461
47,62,11011,943
47,63,4002,569
47,64,9576,773
47,65,3207,463
47,66,4989,665
47,67,3385,515
47,68,3385,515
48,0,5867,687
48,6,6614,600
48,7,5867,687
48,9,3790,372
48,10,5867,687
48,11,5867,687
48,12,4556,361
48,13,5867,687
48,14,5867,687
48,15,2688,282
48,16,7747,756
48,17,5867,687
48,18,5867,687
48,19,5867,687
48,20,5867,687
48,21,5867,687
48,22,7129,702
48,23,1284,135
48,24,7846,800
48,26,3482,492
48,27,7954,563
48,29,2973,287
48,30,7129,702
48,31,5867,687
48,32,10082,988
48,33,17089,1068
48,34,3790,372
48,35,0,0
48,36,7954,563
48,37,7954,563
48,38,3161,294
48,40,3482,492
48,41,10082,988
48,42,7129,702
48,43,5103,554
48,44,5376,587
48,45,2688,282
48,47,7954,563
48,48,0,0
48,49,7129,702
48,50,5103,554
48,51,5797,464
48,52,4556,361
48,53,18057,1214
48,54,7954,563
48,55,7846,800
48,56,7747,756
48,57,5867,687
48,58,10369,1022
48,59,5867,687
48,60,5867,687
48,61,5071,414
48,62,3482,492
48,63,7747,756
48,64,3593,500
48,65,7846,800
48,66,17090,1104
48,67,7129,702
48,68,7129,702
49,0,8565,916
49,6,5833,632
49,7,8565,916
49,9,9900,824
49,10,8565,916
49,11,8565,916
49,12,4088,366
49,13,8565,916
49,14,8565,916
49,15,8797,733
49,16,1559,205
49,17,8565,916
49,18,8565,916
49,19,8565,916
49,20,8565,916
49,21,8565,916
49,22,0,0
49,23,7394,587
49,24,5909,715
49,26,8823,937
49,27,2744,329
49,29,5724,459
49,30,0,0
49,31,8565,916
49,32,16191,1440
49,33,11874,893
49,34,9900,824
49,35,6659,624
49,36,2744,329
49,37,2744,329
49,38,5858,523
49,40,8823,937
49,41,16191,1440
49,42,0,0
49,43,7800,783
49,44,8073,817
49,45,8797,733
49,47,2744,329
49,48,6659,624
49,49,0,0
49,50,7800,783
49,51,5467,568
49,52,4088,366
49,53,12842,1039
49,54,2744,329
49,55,5909,715
49,56,1559,205
49,57,8565,916
49,58,16479,1474
49,59,8565,916
49,60,8565,916
49,61,3073,316
49,62,8823,937
49,63,1559,205
49,64,8157,774
49,65,5909,715
49,66,7699,967
49,67,0,0
49,68,0,0
50,0,6953,818
50,6,3331,326
50,7,6953,818
50,9,8410,768
50,10,6953,818
50,11,6953,818
50,12,5486,463
50,13,6953,818
50,14,6953,818
50,15,7307,677
50,16,8999,942
50,17,6953,818
50,18,6953,818
50,19,6953,818
50,20,6953,818
50,21,6953,818
50,22,8381,888
50,23,5904,531
50,24,4943,630
50,26,8102,888
50,27,6461,682
50,29,3904,389
50,30,8381,888
50,31,6953,818
50,32,14701,1384
50,33,10729,1199
50,34,8410,768
50,35,5169,568
50,36,6461,682
50,37,6461,682
50,38,1902,213
50,40,8102,888
50,41,14701,1384
50,42,8381,888
50,43,0,0
50,44,399,57
50,45,7307,677
50,47,6461,682
50,48,5169,568
50,49,8381,888
50,50,0,0
50,51,7050,650
50,52,5486,463
50,53,11697,1344
50,54,6461,682
50,55,4943,630
50,56,8999,942
50,57,6953,818
50,58,14989,1418
50,59,6953,818
50,60,6953,818
50,61,6324,600
50,62,8102,888
50,63,8999,942
50,64,6667,718
50,65,4943,630
50,66,9734,1158
50,67,8381,888
50,68,8381,888
51,0,9522,970
51,6,6772,702
51,7,9522,970
51,9,6503,603
51,10,9522,970
51,11,9522,970
51,12,5028,436
51,13,9522,970
51,14,9522,970
51,15,8810,784
51,16,3470,481
51,17,9522,970
51,18,9522,970
51,19,9522,970
51,20,9522,970
51,21,9522,970
51,22,2853,427
51,23,3997,366
51,24,6849,786
51,26,6195,724
51,27,3684,400
51,29,6663,530
51,30,2853,427
51,31,9522,970
51,32,12794,1219
51,33,12814,964
51,34,6503,603
51,35,4246,477
51,36,3684,400
51,37,3684,400
51,38,6815,577
51,40,6195,724
51,41,12794,1219
51,42,2853,427
51,43,8757,837
51,44,9030,870
51,45,8810,784
51,47,3684,400
51,48,4246,477
51,49,2853,427
51,50,8757,837
51,51,0,0
51,52,5028,436
51,53,13782,1110
51,54,3684,400
51,55,6849,786
51,56,3470,481
51,57,9522,970
51,58,13082,1253
51,59,9522,970
51,60,9522,970
51,61,2394,250
51,62,6195,724
51,63,3470,481
51,64,6306,731
51,65,6849,786
51,66,8639,1038
51,67,2853,427
51,68,2853,427
52,0,6445,662
52,6,7037,546
52,7,6445,662
52,9,7902,612
52,10,6445,662
52,11,6445,662
52,12,0,0
52,13,6445,662
52,14,6445,662
52,15,6799,521
52,16,5346,622
52,17,6445,662
52,18,6445,662
52,19,6445,662
52,20,6445,662
52,21,6445,662
52,22,4729,568
52,23,5396,375
52,24,3291,439
52,26,7594,732
52,27,3413,317
52,29,1635,94
52,30,4729,568
52,31,6445,662
52,32,14193,1228
52,33,9363,995
52,34,7902,612
52,35,4661,412
52,36,3413,317
52,37,3413,317
52,38,3584,240
52,40,7594,732
52,41,14193,1228
52,42,4729,568
52,43,5525,500
52,44,5799,533
52,45,6799,521
52,47,3413,317
52,48,4661,412
52,49,4729,568
52,50,5525,500
52,51,6542,494
52,52,0,0
52,53,10331,1141
52,54,3413,317
52,55,3291,439
52,56,5346,622
52,57,6445,662
52,58,14481,1262
52,59,6445,662
52,60,6445,662
52,61,5816,444
52,62,7594,732
52,63,5346,622
52,64,6159,562
52,65,3291,439
52,66,8368,954
52,67,4729,568
52,68,4729,568
53,0,12031,1445
53,6,8530,934
53,7,12031,1445
53,9,20780,1149
53,10,12031,1445
53,11,12031,1445
53,12,10489,1045
53,13,12031,1445
53,14,12031,1445
53,15,19781,1306
53,16,11078,1322
53,17,12031,1445
53,18,12031,1445
53,19,12031,1445
53,20,12031,1445
53,21,12031,1445
53,22,10461,1268
53,23,18377,1159
53,24,8614,1067
53,26,20575,1517
53,27,7124,797
53,29,12125,1139
53,30,10461,1268
53,31,12031,1445
53,32,25095,1626
53,33,3812,613
53,34,20780,1149
53,35,17643,1197
53,36,7124,797
53,37,7124,797
53,38,16566,1024
53,40,20575,1517
53,41,25095,1626
53,42,10461,1268
53,43,11951,1324
53,44,12224,1357
53,45,19781,1306
53,47,7124,797
53,48,17643,1197
53,49,10461,1268
53,50,11951,1324
53,51,19523,1279
53,52,10489,1045
53,53,0,0
53,54,7124,797
53,55,8614,1067
53,56,11078,1322
53,57,12031,1445
53,58,25383,1659
53,59,12031,1445
53,60,12031,1445
53,61,11564,1214
53,62,20575,1517
53,63,11078,1322
53,64,19140,1346
53,65,8614,1067
53,66,5700,813
53,67,10461,1268
53,68,10461,1268
54,0,9863,873
54,6,3123,329
54,7,9863,873
54,9,11320,823
54,10,9863,873
54,11,9863,873
54,12,3413,292
54,13,9863,873
54,14,9863,873
54,15,10217,732
54,16,4002,569
54,17,9863,873
54,18,9863,873
54,19,9863,873
54,20,9863,873
54,21,9863,873
54,22,3385,515
54,23,8813,586
54,24,3207,463
54,26,11011,943
54,27,0,0
54,29,5049,386
54,30,3385,515
54,31,9863,873
54,32,17611,1439
54,33,5984,705
54,34,11320,823
54,35,8079,623
54,36,0,0
54,37,0,0
54,38,7001,451
54,40,11011,943
54,41,17611,1439
54,42,3385,515
54,43,6543,719
54,44,6816,752
54,45,10217,732
54,47,0,0
54,48,8079,623
54,49,3385,515
54,50,6543,719
54,51,6882,713
54,52,3413,292
54,53,6952,851
54,54,0,0
54,55,3207,463
54,56,4002,569
54,57,9863,873
54,58,17898,1473
54,59,9863,873
54,60,9863,873
54,61,4488,461
54,62,11011,943
54,63,4002,569
54,64,9576,773
54,65,3207,463
54,66,4989,665
54,67,3385,515
54,68,3385,515
55,0,9736,1105
55,6,1613,233
55,7,9736,1105
55,9,11193,1054
55,10,9736,1105
55,11,9736,1105
55,12,3291,442
55,13,9736,1105
55,14,9736,1105
55,15,10090,963
55,16,7169,941
55,17,9736,1105
55,18,9736,1105
55,19,9736,1105
55,20,9736,1105
55,21,9736,1105
55,22,6551,887
55,23,8686,817
55,24,0,0
55,26,10884,1174
55,27,3215,416
55,29,4926,536
55,30,6551,887
55,31,9736,1105
55,32,17484,1670
55,33,7482,933
55,34,11193,1054
55,35,7952,854
55,36,3215,416
55,37,3215,416
55,38,5073,539
55,40,10884,1174
55,41,17484,1670
55,42,6551,887
55,43,5033,623
55,44,5306,656
55,45,10090,963
55,47,3215,416
55,48,7952,854
55,49,6551,887
55,50,5033,623
55,51,9832,937
55,52,3291,442
55,53,8450,1079
55,54,3215,416
55,55,0,0
55,56,7169,941
55,57,9736,1105
55,58,17772,1704
55,59,9736,1105
55,60,9736,1105
55,61,7655,833
55,62,10884,1174
55,63,7169,941
55,64,9449,1004
55,65,0,0
55,66,6487,892
55,67,6551,887
55,68,6551,887
56,0,9976,1087
56,6,7244,802
56,7,9976,1087
56,9,11311,994
56,10,9976,1087
56,11,9976,1087
56,12,5500,536
56,13,9976,1087
56,14,9976,1087
56,15,10209,903
56,16,0,0
56,17,9976,1087
56,18,9976,1087
56,19,9976,1087
56,20,9976,1087
56,21,9976,1087
56,22,1399,161
56,23,8805,757
56,24,7321,885
56,26,10234,1107
56,27,4156,499
56,29,7135,630
56,30,1399,161
56,31,9976,1087
56,32,17603,1610
56,33,13286,1063
56,34,11311,994
56,35,8070,794
56,36,4156,499
56,37,4156,499
56,38,7270,693
56,40,10234,1107
56,41,17603,1610
56,42,1399,161
56,43,9212,953
56,44,9485,987
56,45,10209,903
56,47,4156,499
56,48,8070,794
56,49,1399,161
56,50,9212,953
56,51,6878,738
56,52,5500,536
56,53,14253,1209
56,54,4156,499
56,55,7321,885
56,56,0,0
56,57,9976,1087
56,58,17890,1644
56,59,9976,1087
56,60,9976,1087
56,61,4484,486
56,62,10234,1107
56,63,0,0
56,64,9568,944
56,65,7321,885
56,66,9111,1137
56,67,1399,161
56,68,1399,161
57,0,0,0
57,6,8085,739
57,7,0,0
57,9,8774,765
57,10,0,0
57,11,0,0
57,12,6026,500
57,13,0,0
57,14,0,0
57,15,7671,675
57,16,9363,940
57,17,0,0
57,18,0,0
57,19,0,0
57,20,0,0
57,21,0,0
57,22,8745,886
57,23,6268,528
57,24,9317,938
57,26,8466,886
57,27,9439,817
57,29,4443,426
57,30,8745,886
57,31,0,0
57,32,15065,1381
57,33,10503,1319
57,34,8774,765
57,35,5533,565
57,36,9439,817
57,37,9439,817
57,38,4631,433
57,40,8466,886
57,41,15065,1381
57,42,8745,886
57,43,6573,693
57,44,6846,726
57,45,7671,675
57,47,9439,817
57,48,5533,565
57,49,8745,886
57,50,6573,693
57,51,7414,648
57,52,6026,500
57,53,11471,1465
57,54,9439,817
57,55,9317,938
57,56,9363,940
57,57,0,0
57,58,15353,1415
57,59,0,0
57,60,0,0
57,61,6688,598
57,62,8466,886
57,63,9363,940
57,64,7031,715
57,65,9317,938
57,66,5953,924
57,67,8745,886
57,68,8745,886
58,0,15778,1545
58,6,16525,1457
58,7,15778,1545
58,9,6579,603
58,10,15778,1545
58,11,15778,1545
58,12,14467,1219
58,13,15778,1545
58,14,15778,1545
58,15,11657,1082
58,16,15536,1582
58,17,15778,1545
58,18,15778,1545
58,19,15778,1545
58,20,15778,1545
58,21,15778,1545
58,22,14918,1528
58,23,9085,844
58,24,17757,1657
58,26,10776,1151
58,27,17865,1421
58,29,12884,1145
58,30,14918,1528
58,31,15778,1545
58,32,769,89
58,33,24999,1554
58,34,6579,603
58,35,10503,1052
58,36,17865,1421
58,37,17865,1421
58,38,13072,1152
58,40,10776,1151
58,41,769,89
58,42,14918,1528
58,43,15014,1412
58,44,15287,1445
58,45,11657,1082
58,47,17865,1421
58,48,10503,1052
58,49,14918,1528
58,50,15014,1412
58,51,12065,1100
58,52,14467,1219
58,53,25967,1699
58,54,17865,1421
58,55,17757,1657
58,56,15536,1582
58,57,15778,1545
58,58,0,0
58,59,15778,1545
58,60,15778,1545
58,61,12419,1107
58,62,10776,1151
58,63,15536,1582
58,64,10887,1158
58,65,17757,1657
58,66,25000,1590
58,67,14918,1528
58,68,14918,1528
59,0,0,0
59,6,8085,739
59,7,0,0
59,9,8774,765
59,10,0,0
59,11,0,0
59,12,6026,500
59,13,0,0
59,14,0,0
59,15,7671,675
59,16,9363,940
59,17,0,0
59,18,0,0
59,19,0,0
59,20,0,0
59,21,0,0
59,22,8745,886
59,23,6268,528
59,24,9317,938
59,26,8466,886
59,27,9439,817
59,29,4443,426
59,30,8745,886
59,31,0,0
59,32,15065,1381
59,33,10503,1319
59,34,8774,765
59,35,5533,565
59,36,9439,817
59,37,9439,817
59,38,4631,433
59,40,8466,886
59,41,15065,1381
59,42,8745,886
59,43,6573,693
59,44,6846,726
59,45,7671,675
59,47,9439,817
59,48,5533,565
59,49,8745,886
59,50,6573,693
59,51,7414,648
59,52,6026,500
59,53,11471,1465
59,54,9439,817
59,55,9317,938
59,56,9363,940
59,57,0,0
59,58,15353,1415
59,59,0,0
59,60,0,0
59,61,6688,598
59,62,8466,886
59,63,9363,940
59,64,7031,715
59,65,9317,938
59,66,5953,924
59,67,8745,886
59,68,8745,886
60,0,0,0
60,6,8085,739
60,7,0,0
60,9,8774,765
60,10,0,0
60,11,0,0
60,12,6026,500
60,13,0,0
60,14,0,0
60,15,7671,675
60,16,9363,940
60,17,0,0
60,18,0,0
60,19,0,0
60,20,0,0
60,21,0,0
60,22,8745,886
60,23,6268,528
60,24,9317,938
60,26,8466,886
60,27,9439,817
60,29,4443,426
60,30,8745,886
60,31,0,0
60,32,15065,1381
60,33,10503,1319
60,34,8774,765
60,35,5533,565
60,36,9439,817
60,37,9439,817
60,38,4631,433
60,40,8466,886
60,41,15065,1381
60,42,8745,886
60,43,6573,693
60,44,6846,726
60,45,7671,675
60,47,9439,817
60,48,5533,565
60,49,8745,886
60,50,6573,693
60,51,7414,648
60,52,6026,500
60,53,11471,1465
60,54,9439,817
60,55,9317,938
60,56,9363,940
60,57,0,0
60,58,15353,1415
60,59,0,0
60,60,0,0
60,61,6688,598
60,62,8466,886
60,63,9363,940
60,64,7031,715
60,65,9317,938
60,66,5953,924
60,67,8745,886
60,68,8745,886
61,0,7095,792
61,6,7842,704
61,7,7095,792
61,9,6857,607
61,10,7095,792
61,11,7095,792
61,12,5784,466
61,13,7095,792
61,14,7095,792
61,15,7328,609
61,16,4278,529
61,17,7095,792
61,18,7095,792
61,19,7095,792
61,20,7095,792
61,21,7095,792
61,22,3661,474
61,23,4351,370
61,24,7657,834
61,26,6549,728
61,27,4492,448
61,29,4201,392
61,30,3661,474
61,31,7095,792
61,32,13148,1223
61,33,13622,1012
61,34,6857,607
61,35,4600,481
61,36,4492,448
61,37,4492,448
61,38,4389,399
61,40,6549,728
61,41,13148,1223
61,42,3661,474
61,43,6331,659
61,44,6604,692
61,45,7328,609
61,47,4492,448
61,48,4600,481
61,49,3661,474
61,50,6331,659
61,51,2329,236
61,52,5784,466
61,53,14590,1158
61,54,4492,448
61,55,7657,834
61,56,4278,529
61,57,7095,792
61,58,13436,1257
61,59,7095,792
61,60,7095,792
61,61,0,0
61,62,6549,728
61,63,4278,529
61,64,6687,649
61,65,7657,834
61,66,9447,1086
61,67,3661,474
