id1,id2,distancia,tiempo
15,18,9878,1050
15,19,9878,1050
15,20,9878,1050
15,21,9878,1050
15,22,6795,948
15,23,4353,446
15,24,11856,1163
15,26,6551,804
15,27,7626,922
15,29,6983,650
15,30,6795,948
15,31,9878,1050
15,32,10323,1010
15,33,18289,1215
15,34,7064,516
15,35,4602,557
15,36,7626,922
15,37,7626,922
15,38,7171,657
15,40,6551,804
15,41,10323,1010
15,42,6795,948
15,43,9113,917
15,44,9386,950
15,45,0,0
15,47,7626,922
15,48,4602,557
15,49,6795,948
15,50,9113,917
15,51,3942,520
15,52,8566,724
15,53,19257,1361
15,54,7626,922
15,55,11856,1163
15,56,7413,1002
15,57,9878,1050
15,58,10611,1044
15,59,9878,1050
15,60,9878,1050
15,61,4296,527
15,62,6551,804
15,63,7413,1002
15,64,6662,811
15,65,11856,1163
15,66,18290,1251
15,67,6795,948
15,68,6795,948
16,0,9976,1087
16,6,7244,802
16,7,9976,1087
16,9,11311,994
16,10,9976,1087
16,11,9976,1087
16,12,5500,536
16,13,9976,1087
16,14,9976,1087
16,15,10209,903
16,16,0,0
16,17,9976,1087
16,18,9976,1087
16,19,9976,1087
16,20,9976,1087
16,21,9976,1087
16,22,1399,161
16,23,8805,757
16,24,7321,885
16,26,10234,1107
16,27,4156,499
16,29,7135,630
16,30,1399,161
16,31,9976,1087
16,32,17603,1610
16,33,13286,1063
16,34,11311,994
16,35,8070,794
16,36,4156,499
16,37,4156,499
16,38,7270,693
16,40,10234,1107
16,41,17603,1610
16,42,1399,161
16,43,9212,953
16,44,9485,987
16,45,10209,903
16,47,4156,499
16,48,8070,794
16,49,1399,161
16,50,9212,953
16,51,6878,738
16,52,5500,536
16,53,14253,1209
16,54,4156,499
16,55,7321,885
16,56,0,0
16,57,9976,1087
16,58,17890,1644
16,59,9976,1087
16,60,9976,1087
16,61,4484,486
16,62,10234,1107
16,63,0,0
16,64,9568,944
16,65,7321,885
16,66,9111,1137
16,67,1399,161
16,68,1399,161
17,0,0,0
17,6,8085,739
17,7,0,0
17,9,8774,765
17,10,0,0
17,11,0,0
17,12,6026,500
17,13,0,0
17,14,0,0
17,15,7671,675
17,16,9363,940
17,17,0,0
17,18,0,0
17,19,0,0
17,20,0,0
17,21,0,0
17,22,8745,886
17,23,6268,528
17,24,9317,938
17,26,8466,886
17,27,9439,817
17,29,4443,426
17,30,8745,886
17,31,0,0
17,32,15065,1381
17,33,10503,1319
17,34,8774,765
17,35,5533,565
17,36,9439,817
17,37,9439,817
17,38,4631,433
17,40,8466,886
17,41,15065,1381
17,42,8745,886
17,43,6573,693
17,44,6846,726
17,45,7671,675
17,47,9439,817
17,48,5533,565
17,49,8745,886
17,50,6573,693
17,51,7414,648
17,52,6026,500
17,53,11471,1465
17,54,9439,817
17,55,9317,938
17,56,9363,940
17,57,0,0
17,58,15353,1415
17,59,0,0
17,60,0,0
17,61,6688,598
17,62,8466,886
17,63,9363,940
17,64,7031,715
17,65,9317,938
17,66,5953,924
17,67,8745,886
17,68,8745,886
18,0,0,0
18,6,8085,739
18,7,0,0
18,9,8774,765
18,10,0,0
18,11,0,0
18,12,6026,500
18,13,0,0
18,14,0,0
18,15,7671,675
18,16,9363,940
18,17,0,0
18,18,0,0
18,19,0,0
18,20,0,0
18,21,0,0
18,22,8745,886
18,23,6268,528
18,24,9317,938
18,26,8466,886
18,27,9439,817
18,29,4443,426
18,30,8745,886
18,31,0,0
18,32,15065,1381
18,33,10503,1319
18,34,8774,765
18,35,5533,565
18,36,9439,817
18,37,9439,817
18,38,4631,433
18,40,8466,886
18,41,15065,1381
18,42,8745,886
18,43,6573,693
18,44,6846,726
18,45,7671,675
18,47,9439,817
18,48,5533,565
18,49,8745,886
18,50,6573,693
18,51,7414,648
18,52,6026,500
18,53,11471,1465
18,54,9439,817
18,55,9317,938
18,56,9363,940
18,57,0,0
18,58,15353,1415
18,59,0,0
18,60,0,0
18,61,6688,598
18,62,8466,886
18,63,9363,940
18,64,7031,715
18,65,9317,938
18,66,5953,924
18,67,8745,886
18,68,8745,886
19,0,0,0
19,6,8085,739
19,7,0,0
19,9,8774,765
19,10,0,0
19,11,0,0
19,12,6026,500
19,13,0,0
19,14,0,0
19,15,7671,675
19,16,9363,940
19,17,0,0
19,18,0,0
19,19,0,0
19,20,0,0
19,21,0,0
19,22,8745,886
19,23,6268,528
19,24,9317,938
19,26,8466,886
19,27,9439,817
19,29,4443,426
19,30,8745,886
19,31,0,0
19,32,15065,1381
19,33,10503,1319
19,34,8774,765
19,35,5533,565
19,36,9439,817
19,37,9439,817
19,38,4631,433
19,40,8466,886
19,41,15065,1381
19,42,8745,886
19,43,6573,693
19,44,6846,726
19,45,7671,675
19,47,9439,817
19,48,5533,565
19,49,8745,886
19,50,6573,693
19,51,7414,648
19,52,6026,500
19,53,11471,1465
19,54,9439,817
19,55,9317,938
19,56,9363,940
19,57,0,0
19,58,15353,1415
19,59,0,0
19,60,0,0
19,61,6688,598
19,62,8466,886
19,63,9363,940
19,64,7031,715
19,65,9317,938
19,66,5953,924
19,67,8745,886
19,68,8745,886
20,0,0,0
20,6,8085,739
20,7,0,0
20,9,8774,765
20,10,0,0
20,11,0,0
20,12,6026,500
20,13,0,0
20,14,0,0
20,15,7671,675
20,16,9363,940
20,17,0,0
20,18,0,0
20,19,0,0
20,20,0,0
20,21,0,0
20,22,8745,886
20,23,6268,528
20,24,9317,938
20,26,8466,886
20,27,9439,817
20,29,4443,426
20,30,8745,886
20,31,0,0
20,32,15065,1381
20,33,10503,1319
20,34,8774,765
20,35,5533,565
20,36,9439,817
20,37,9439,817
20,38,4631,433
20,40,8466,886
20,41,15065,1381
20,42,8745,886
20,43,6573,693
20,44,6846,726
20,45,7671,675
20,47,9439,817
20,48,5533,565
20,49,8745,886
20,50,6573,693
20,51,7414,648
20,52,6026,500
20,53,11471,1465
20,54,9439,817
20,55,9317,938
20,56,9363,940
20,57,0,0
20,58,15353,1415
20,59,0,0
20,60,0,0
20,61,6688,598
20,62,8466,886
20,63,9363,940
20,64,7031,715
20,65,9317,938
20,66,5953,924
20,67,8745,886
20,68,8745,886
21,0,0,0
21,6,8085,739
21,7,0,0
21,9,8774,765
21,10,0,0
21,11,0,0
21,12,6026,500
21,13,0,0
21,14,0,0
21,15,7671,675
21,16,9363,940
21,17,0,0
21,18,0,0
21,19,0,0
21,20,0,0
21,21,0,0
21,22,8745,886
21,23,6268,528
21,24,9317,938
21,26,8466,886
21,27,9439,817
21,29,4443,426
21,30,8745,886
21,31,0,0
21,32,15065,1381
21,33,10503,1319
21,34,8774,765
21,35,5533,565
21,36,9439,817
21,37,9439,817
21,38,4631,433
21,40,8466,886
21,41,15065,1381
21,42,8745,886
21,43,6573,693
21,44,6846,726
21,45,7671,675
21,47,9439,817
21,48,5533,565
21,49,8745,886
21,50,6573,693
21,51,7414,648
21,52,6026,500
21,53,11471,1465
21,54,9439,817
21,55,9317,938
21,56,9363,940
21,57,0,0
21,58,15353,1415
21,59,0,0
21,60,0,0
21,61,6688,598
21,62,8466,886
21,63,9363,940
21,64,7031,715
21,65,9317,938
21,66,5953,924
21,67,8745,886
21,68,8745,886
22,0,8565,916
22,6,5833,632
22,7,8565,916
22,9,9900,824
22,10,8565,916
22,11,8565,916
22,12,4088,366
22,13,8565,916
22,14,8565,916
22,15,8797,733
22,16,1559,205
22,17,8565,916
22,18,8565,916
22,19,8565,916
22,20,8565,916
22,21,8565,916
22,22,0,0
22,23,7394,587
22,24,5909,715
22,26,8823,937
22,27,2744,329
22,29,5724,459
22,30,0,0
22,31,8565,916
22,32,16191,1440
22,33,11874,893
22,34,9900,824
22,35,6659,624
22,36,2744,329
22,37,2744,329
22,38,5858,523
22,40,8823,937
22,41,16191,1440
22,42,0,0
22,43,7800,783
22,44,8073,817
22,45,8797,733
22,47,2744,329
22,48,6659,624
22,49,0,0
22,50,7800,783
22,51,5467,568
22,52,4088,366
22,53,12842,1039
22,54,2744,329
22,55,5909,715
22,56,1559,205
22,57,8565,916
22,58,16479,1474
22,59,8565,916
22,60,8565,916
22,61,3073,316
22,62,8823,937
22,63,1559,205
22,64,8157,774
22,65,5909,715
22,66,7699,967
22,67,0,0
22,68,0,0
23,0,6693,701
23,6,7440,613
23,7,6693,701
23,9,2506,237
23,10,6693,701
23,11,6693,701
23,12,5381,375
23,13,6693,701
23,14,6693,701
23,15,2572,238
23,16,8572,770
23,17,6693,701
23,18,6693,701
23,19,6693,701
23,20,6693,701
23,21,6693,701
23,22,7955,716
23,23,0,0
23,24,8672,813
23,26,2198,357
23,27,8780,577
23,29,3799,301
23,30,7955,716
23,31,6693,701
23,32,8797,853
23,33,17915,1082
23,34,2506,237
23,35,1418,208
23,36,8780,577
23,37,8780,577
23,38,3987,308
23,40,2198,357
23,41,8797,853
23,42,7955,716
23,43,5928,568
23,44,6202,601
23,45,2572,238
23,47,8780,577
23,48,1418,208
23,49,7955,716
23,50,5928,568
23,51,6623,478
23,52,5381,375
23,53,18883,1228
23,54,8780,577
23,55,8672,813
23,56,8572,770
23,57,6693,701
23,58,9085,887
23,59,6693,701
23,60,6693,701
23,61,5897,428
23,62,2198,357
23,63,8572,770
23,64,2309,365
23,65,8672,813
23,66,17916,1118
23,67,7955,716
23,68,7955,716
24,0,9736,1105
24,6,1613,233
24,7,9736,1105
24,9,11193,1054
24,10,9736,1105
24,11,9736,1105
24,12,3291,442
24,13,9736,1105
24,14,9736,1105
24,15,10090,963
24,16,7169,941
24,17,9736,1105
24,18,9736,1105
24,19,9736,1105
24,20,9736,1105
24,21,9736,1105
24,22,6551,887
24,23,8686,817
24,24,0,0
24,26,10884,1174
24,27,3215,416
24,29,4926,536
24,30,6551,887
24,31,9736,1105
24,32,17484,1670
24,33,7482,933
24,34,11193,1054
24,35,7952,854
24,36,3215,416
24,37,3215,416
24,38,5073,539
24,40,10884,1174
24,41,17484,1670
24,42,6551,887
24,43,5033,623
24,44,5306,656
24,45,10090,963
24,47,3215,416
24,48,7952,854
24,49,6551,887
24,50,5033,623
24,51,9832,937
24,52,3291,442
24,53,8450,1079
24,54,3215,416
24,55,0,0
24,56,7169,941
24,57,9736,1105
24,58,17772,1704
24,59,9736,1105
24,60,9736,1105
24,61,7655,833
24,62,10884,1174
24,63,7169,941
24,64,9449,1004
24,65,0,0
24,66,6487,892
24,67,6551,887
24,68,6551,887
26,0,8038,1026
26,6,8785,939
26,7,8038,1026
26,9,4216,550
26,10,8038,1026
26,11,8038,1026
26,12,6726,700
26,13,8038,1026
26,14,8038,1026
26,15,4789,604
26,16,9917,1098
26,17,8038,1026
26,18,8038,1026
26,19,8038,1026
26,20,8038,1026
26,21,8038,1026
26,22,9300,1044
26,23,2217,366
26,24,10017,1139
26,26,0,0
26,27,10963,885
26,29,5144,626
26,30,9300,1044
26,31,8038,1026
26,32,10507,1166
26,33,20098,1390
26,34,4216,550
26,35,3635,574
26,36,10963,885
26,37,10963,885
26,38,5332,633
26,40,0,0
26,41,10507,1166
26,42,9300,1044
26,43,7274,893
26,44,7547,926
26,45,4789,604
26,47,10963,885
26,48,3635,574
26,49,9300,1044
26,50,7274,893
26,51,7968,806
26,52,6726,700
26,53,21065,1536
26,54,10963,885
26,55,10017,1139
26,56,9917,1098
26,57,8038,1026
26,58,10795,1200
26,59,8038,1026
26,60,8038,1026
26,61,7242,756
26,62,0,0
26,63,9917,1098
26,64,1113,281
26,65,10017,1139
26,66,20098,1426
26,67,9300,1044
26,68,9300,1044
27,0,9863,873
27,6,3123,329
27,7,9863,873
27,9,11320,823
27,10,9863,873
27,11,9863,873
27,12,3413,292
27,13,9863,873
27,14,9863,873
27,15,10217,732
27,16,4002,569
27,17,9863,873
27,18,9863,873
27,19,9863,873
27,20,9863,873
27,21,9863,873
27,22,3385,515
27,23,8813,586
27,24,3207,463
27,26,11011,943
27,27,0,0
27,29,5049,386
27,30,3385,515
27,31,9863,873
27,32,17611,1439
27,33,5984,705
27,34,11320,823
27,35,8079,623
27,36,0,0
27,37,0,0
27,38,7001,451
27,40,11011,943
27,41,17611,1439
27,42,3385,515
27,43,6543,719
27,44,6816,752
27,45,10217,732
27,47,0,0
27,48,8079,623
27,49,3385,515
27,50,6543,719
27,51,6882,713
27,52,3413,292
27,53,6952,851
27,54,0,0
27,55,3207,463
27,56,4002,569
27,57,9863,873
27,58,17898,1473
27,59,9863,873
27,60,9863,873
27,61,4488,461
27,62,11011,943
27,63,4002,569
27,64,9576,773
27,65,3207,463
27,66,4989,665
27,67,3385,515
27,68,3385,515
29,0,4863,589
29,6,5455,472
29,7,4863,589
29,9,6320,538
29,10,4863,589
29,11,4863,589
29,12,1635,94
29,13,4863,589
29,14,4863,589
29,15,5217,448
29,16,6908,713
29,17,4863,589
29,18,4863,589
29,19,4863,589
29,20,4863,589
29,21,4863,589
29,22,6291,659
29,23,3813,301
29,24,4926,533
29,26,6011,659
29,27,5049,411
29,29,0,0
29,30,6291,659
29,31,4863,589
29,32,12611,1154
29,33,10998,1090
29,34,6320,538
29,35,3079,338
29,36,5049,411
29,37,5049,411
29,38,2001,166
29,40,6011,659
29,41,12611,1154
29,42,6291,659
29,43,3943,427
29,44,4216,460
29,45,5217,448
29,47,5049,411
29,48,3079,338
29,49,6291,659
29,50,3943,427
29,51,4959,421
29,52,1635,94
29,53,11966,1235
29,54,5049,411
29,55,4926,533
29,56,6908,713
29,57,4863,589
29,58,12898,1188
29,59,4863,589
29,60,4863,589
29,61,4233,371
29,62,6011,659
29,63,6908,713
29,64,4576,488
29,65,4926,533
29,66,10003,1049
29,67,6291,659
29,68,6291,659
30,0,8565,916
30,6,5833,632
30,7,8565,916
30,9,9900,824
30,10,8565,916
30,11,8565,916
30,12,4088,366
30,13,8565,916
30,14,8565,916
30,15,8797,733
30,16,1559,205
30,17,8565,916
30,18,8565,916
30,19,8565,916
30,20,8565,916
30,21,8565,916
30,22,0,0
30,23,7394,587
30,24,5909,715
30,26,8823,937
30,27,2744,329
30,29,5724,459
30,30,0,0
30,31,8565,916
30,32,16191,1440
30,33,11874,893
30,34,9900,824
30,35,6659,624
30,36,2744,329
30,37,2744,329
30,38,5858,523
30,40,8823,937
30,41,16191,1440
30,42,0,0
30,43,7800,783
30,44,8073,817
30,45,8797,733
30,47,2744,329
30,48,6659,624
30,49,0,0
30,50,7800,783
30,51,5467,568
30,52,4088,366
30,53,12842,1039
30,54,2744,329
30,55,5909,715
30,56,1559,205
30,57,8565,916
30,58,16479,1474
30,59,8565,916
30,60,8565,916
30,61,3073,316
30,62,8823,937
30,63,1559,205
30,64,8157,774
30,65,5909,715
30,66,7699,967
30,67,0,0
30,68,0,0
31,0,0,0
31,6,8085,739
31,7,0,0
31,9,8774,765
31,10,0,0
31,11,0,0
31,12,6026,500
31,13,0,0
31,14,0,0
31,15,7671,675
31,16,9363,940
31,17,0,0
31,18,0,0
31,19,0,0
31,20,0,0
31,21,0,0
31,22,8745,886
31,23,6268,528
31,24,9317,938
31,26,8466,886
31,27,9439,817
31,29,4443,426
31,30,8745,886
31,31,0,0
31,32,15065,1381
31,33,10503,1319
31,34,8774,765
31,35,5533,565
31,36,9439,817
31,37,9439,817
31,38,4631,433
31,40,8466,886
31,41,15065,1381
31,42,8745,886
31,43,6573,693
31,44,6846,726
31,45,7671,675
31,47,9439,817
31,48,5533,565
31,49,8745,886
31,50,6573,693
31,51,7414,648
31,52,6026,500
31,53,11471,1465
31,54,9439,817
31,55,9317,938
31,56,9363,940
31,57,0,0
31,58,15353,1415
31,59,0,0
31,60,0,0
31,61,6688,598
31,62,8466,886
31,63,9363,940
31,64,7031,715
31,65,9317,938
31,66,5953,924
31,67,8745,886
31,68,8745,886
32,0,15491,1522
32,6,16238,1434
32,7,15491,1522
32,9,6291,580
32,10,15491,1522
32,11,15491,1522
32,12,14179,1195
32,13,15491,1522
32,14,15491,1522
32,15,11370,1059
32,16,15248,1559
32,17,15491,1522
32,18,15491,1522
32,19,15491,1522
32,20,15491,1522
32,21,15491,1522
32,22,14630,1505
32,23,8797,821
32,24,17470,1634
32,26,10488,1128
32,27,17577,1397
32,29,12596,1122
32,30,14630,1505
32,31,15491,1522
32,32,0,0
32,33,24711,1530
32,34,6291,580
32,35,10215,1028
32,36,17577,1397
32,37,17577,1397
32,38,12784,1128
32,40,10488,1128
32,41,0,0
32,42,14630,1505
32,43,14726,1389
32,44,14999,1422
32,45,11370,1059
32,47,17577,1397
32,48,10215,1028
32,49,14630,1505
32,50,14726,1389
32,51,11778,1077
32,52,14179,1195
32,53,25679,1676
32,54,17577,1397
32,55,17470,1634
32,56,15248,1559
32,57,15491,1522
32,58,769,89
32,59,15491,1522
32,60,15491,1522
32,61,12132,1084
32,62,10488,1128
32,63,15248,1559
32,64,10599,1135
32,65,17470,1634
32,66,24712,1566
32,67,14630,1505
32,68,14630,1505
33,0,10689,1269
33,6,7188,758
33,7,10689,1269
33,9,19438,973
33,10,10689,1269
33,11,10689,1269
33,12,9147,869
33,13,10689,1269
33,14,10689,1269
33,15,18439,1130
33,16,9736,1146
33,17,10689,1269
33,18,10689,1269
33,19,10689,1269
33,20,10689,1269
33,21,10689,1269
33,22,9119,1092
33,23,17035,983
33,24,7272,891
33,26,19233,1341
33,27,5782,621
33,29,10783,963
33,30,9119,1092
33,31,10689,1269
33,32,23753,1449
33,33,0,0
33,34,19438,973
33,35,16301,1020
33,36,5782,621
33,37,5782,621
33,38,15223,848
33,40,19233,1341
33,41,23753,1449
33,42,9119,1092
33,43,10609,1147
33,44,10882,1181
33,45,18439,1130
33,47,5782,621
33,48,16301,1020
33,49,9119,1092
33,50,10609,1147
33,51,18181,1103
33,52,9147,869
33,53,3660,626
33,54,5782,621
33,55,7272,891
33,56,9736,1146
33,57,10689,1269
33,58,24041,1483
33,59,10689,1269
33,60,10689,1269
33,61,10222,1038
33,62,19233,1341
33,63,9736,1146
33,64,17798,1170
33,65,7272,891
33,66,4358,637
33,67,9119,1092
33,68,9119,1092
34,0,9200,942
34,6,9946,854
34,7,9200,942
34,9,0,0
34,10,9200,942
34,11,9200,942
34,12,7888,616
